seq,timestamp_pub,timestamp_recv,latency_ms,message_size,duplicate,order_violation
77,1753175021.5706668,1753175028.237675,6667.0081615448,65592,False,False
78,1753175021.5860004,1753175028.339147,6753.146648406982,65592,False,False
79,1753175021.6015463,1753175028.440703,6839.156627655029,65592,False,False
80,1753175021.6170619,1753175028.5384521,6921.3902950286865,65592,False,False
81,1753175021.6325252,1753175028.6399255,7007.400274276733,65592,False,False
82,1753175021.648212,1753175028.742819,7094.60711479187,65591,False,False
83,1753175021.6637647,1753175028.8438334,7180.068731307983,65592,False,False
84,1753175021.679367,1753175028.947546,7268.178939819336,65591,False,False
85,1753175021.6949263,1753175029.0478795,7352.953195571899,65592,False,False
86,1753175021.7105772,1753175029.148246,7437.668800354004,65592,False,False
87,1753175021.726224,1753175029.2469265,7520.702600479126,65591,False,False
88,1753175021.7418602,1753175029.3514326,7609.572410583496,65592,False,False
89,1753175021.7574148,1753175029.4503078,7692.893028259277,65592,False,False
90,1753175021.7730298,1753175029.5514169,7778.387069702148,65592,False,False
91,1753175021.7886689,1753175029.6522217,7863.552808761597,65592,False,False
92,1753175021.8040679,1753175029.7530148,7948.946952819824,65592,False,False
93,1753175021.819673,1753175029.852015,8032.341957092285,65591,False,False
94,1753175021.8352163,1753175029.961617,8126.400709152222,65592,False,False
95,1753175021.8507912,1753175030.0536692,8202.87799835205,65592,False,False
96,1753175021.8663654,1753175030.154642,8288.276672363281,65592,False,False
97,1753175021.8819098,1753175030.2555714,8373.661518096924,65592,False,False
98,1753175021.897474,1753175030.3573089,8459.834814071655,65591,False,False
99,1753175021.9130335,1753175030.4583058,8545.27235031128,65592,False,False
100,1753175021.9286828,1753175030.5589137,8630.230903625488,65593,False,False
101,1753175021.944375,1753175030.6595628,8715.187788009644,65592,False,False
102,1753175021.9599714,1753175030.760784,8800.812482833862,65593,False,False
103,1753175021.975551,1753175030.8643,8888.749122619629,65592,False,False
104,1753175021.991193,1753175030.9647675,8973.57439994812,65592,False,False
105,1753175022.0067875,1753175031.0636349,9056.847333908081,65593,False,False
106,1753175022.0223727,1753175031.1643822,9142.009496688843,65593,False,False
107,1753175022.0379806,1753175031.2666342,9228.6536693573,65593,False,False
108,1753175022.0534928,1753175031.3668303,9313.337564468384,65593,False,False
109,1753175022.0690014,1753175031.468838,9399.836540222168,65593,False,False
110,1753175022.084552,1753175031.5698035,9485.251426696777,65592,False,False
111,1753175022.100089,1753175031.6694982,9569.409132003784,65592,False,False
112,1753175022.1155002,1753175031.7727053,9657.20510482788,65593,False,False
113,1753175022.1309223,1753175031.8741055,9743.183135986328,65593,False,False
114,1753175022.146488,1753175031.974999,9828.510999679565,65592,False,False
115,1753175022.162121,1753175032.0770237,9914.902687072754,65592,False,False
116,1753175022.1776865,1753175032.1790764,10001.389980316162,65593,False,False
117,1753175022.1932764,1753175032.2795968,10086.320400238037,65593,False,False
118,1753175022.2089086,1753175032.3788223,10169.91376876831,65593,False,False
119,1753175022.2245493,1753175032.4796238,10255.074501037598,65593,False,False
120,1753175022.2402403,1753175032.5822332,10341.992855072021,65593,False,False
121,1753175022.2559407,1753175032.6816652,10425.724506378174,65593,False,False
122,1753175022.271461,1753175032.782785,10511.323928833008,65592,False,False
123,1753175022.2870433,1753175032.8857133,10598.67000579834,65593,False,False
124,1753175022.3026137,1753175032.9866464,10684.032678604126,65593,False,False
125,1753175022.3180745,1753175033.0857098,10767.635345458984,65593,False,False
126,1753175022.333704,1753175033.1873362,10853.63221168518,65592,False,False
127,1753175022.3493626,1753175033.289835,10940.47236442566,65593,False,False
128,1753175022.364939,1753175033.3906488,11025.709867477417,65592,False,False
129,1753175022.3805196,1753175033.4908586,11110.338926315308,65593,False,False
130,1753175022.3961666,1753175033.5917723,11195.605754852295,65593,False,False
131,1753175022.411725,1753175033.6946583,11282.933235168457,65592,False,False
132,1753175022.4272714,1753175033.7946186,11367.347240447998,65593,False,False
133,1753175022.4430456,1753175033.894092,11451.046466827393,65593,False,False
134,1753175022.4582632,1753175033.9956505,11537.387371063232,65593,False,False
135,1753175022.4736898,1753175034.095443,11621.753215789795,65593,False,False
136,1753175022.4890447,1753175034.2634993,11774.454593658447,65593,False,False
137,1753175022.504586,1753175034.3005185,11795.932531356812,65592,False,False
138,1753175022.5199451,1753175034.401116,11881.170749664307,65593,False,False
139,1753175022.5354364,1753175034.5009143,11965.47794342041,65593,False,False
140,1753175022.5509188,1753175034.6010168,12050.097942352295,65593,False,False
141,1753175022.5664399,1753175034.7016952,12135.255336761475,65593,False,False
142,1753175022.5819535,1753175034.8044016,12222.448110580444,65593,False,False
143,1753175022.597579,1753175034.9064014,12308.822393417358,65592,False,False
144,1753175022.613042,1753175035.00526,12392.217874526978,65592,False,False
145,1753175022.6285067,1753175035.1079438,12479.437112808228,65593,False,False
146,1753175022.6437666,1753175035.2099967,12566.230058670044,65593,False,False
147,1753175022.6592672,1753175035.3071938,12647.926568984985,65593,False,False
148,1753175022.6746967,1753175035.4088013,12734.104633331299,65593,False,False
149,1753175022.6902444,1753175035.5109339,12820.68943977356,65593,False,False
150,1753175022.7057378,1753175035.612003,12906.265258789062,65593,False,False
151,1753175022.721229,1753175035.7112362,12990.007162094116,65592,False,False
152,1753175022.736859,1753175035.8129573,13076.098203659058,65592,False,False
153,1753175022.7523506,1753175035.9145103,13162.15968132019,65593,False,False
154,1753175022.7678375,1753175036.014285,13246.447563171387,65593,False,False
155,1753175022.7833884,1753175036.1163502,13332.961797714233,65593,False,False
156,1753175022.798842,1753175036.2178962,13419.05426979065,65592,False,False
157,1753175022.8144314,1753175036.3197432,13505.311727523804,65593,False,False
158,1753175022.8300247,1753175036.4200501,13590.025424957275,65593,False,False
159,1753175022.8456826,1753175036.5211294,13675.44674873352,65593,False,False
160,1753175022.8612454,1753175036.621169,13759.923696517944,65593,False,False
161,1753175022.8769922,1753175036.7238047,13846.81248664856,65593,False,False
162,1753175022.8928075,1753175036.8247447,13931.937217712402,65593,False,False
163,1753175022.9085302,1753175036.924498,14015.967845916748,65593,False,False
164,1753175022.9241848,1753175037.0251687,14100.98385810852,65593,False,False
165,1753175022.939918,1753175037.1276186,14187.700510025024,65592,False,False
166,1753175022.95567,1753175037.2273562,14271.68607711792,65591,False,False
167,1753175022.9713848,1753175037.3297343,14358.349561691284,65593,False,False
168,1753175022.9870079,1753175037.4300241,14443.016290664673,65593,False,False
169,1753175023.0026426,1753175037.531779,14529.136419296265,65593,False,False
170,1753175023.0182993,1753175037.6336133,14615.31400680542,65593,False,False
171,1753175023.0339394,1753175037.732344,14698.404550552368,65593,False,False
172,1753175023.0496483,1753175037.8332174,14783.56909751892,65593,False,False
173,1753175023.065263,1753175037.9358733,14870.610237121582,65592,False,False
174,1753175023.0808375,1753175038.03773,14956.892490386963,65593,False,False
175,1753175023.0965576,1753175038.138156,15041.598320007324,65593,False,False
176,1753175023.1122315,1753175038.2403708,15128.13925743103,65593,False,False
177,1753175023.1279821,1753175038.3397672,15211.785078048706,65593,False,False
178,1753175023.1435127,1753175038.440583,15297.070264816284,65593,False,False
179,1753175023.1623523,1753175038.5412636,15378.911256790161,65593,False,False
180,1753175023.1832676,1753175038.6437142,15460.44659614563,65593,False,False
181,1753175023.2008436,1753175038.7471378,15546.294212341309,65593,False,False
182,1753175023.2175808,1753175038.844869,15627.288103103638,65593,False,False
183,1753175023.2364316,1753175038.9474165,15710.984945297241,65593,False,False
184,1753175023.2539139,1753175039.04863,15794.716119766235,65593,False,False
185,1753175023.2701106,1753175039.1489081,15878.79753112793,65593,False,False
186,1753175023.2854939,1753175039.251776,15966.28212928772,65593,False,False
187,1753175023.3009505,1753175039.349744,16048.79355430603,65593,False,False
188,1753175023.3163264,1753175039.4509444,16134.618043899536,65593,False,False
189,1753175023.3316557,1753175039.5517025,16220.046758651733,65593,False,False
190,1753175023.34636,1753175039.6520407,16305.680751800537,65591,False,False
191,1753175023.3615613,1753175039.755407,16393.845796585083,65593,False,False
192,1753175023.3769574,1753175039.8570294,16480.072021484375,65593,False,False
193,1753175023.3924208,1753175039.9556751,16563.254356384277,65593,False,False
194,1753175023.407933,1753175040.0566108,16648.677825927734,65592,False,False
195,1753175023.423554,1753175040.1593826,16735.828638076782,65592,False,False
196,1753175023.4391878,1753175040.2604592,16821.271419525146,65593,False,False
197,1753175023.4547203,1753175040.3617523,16907.032012939453,65593,False,False
198,1753175023.4703028,1753175040.4616492,16991.34635925293,65593,False,False
199,1753175023.4859233,1753175040.5616622,17075.73890686035,65593,False,False
200,1753175023.5016513,1753175040.666243,17164.591789245605,65593,False,False
201,1753175023.5173142,1753175040.764602,17247.28775024414,65593,False,False
202,1753175023.5329945,1753175040.866629,17333.63437652588,65593,False,False
203,1753175023.5486805,1753175040.9670224,17418.341875076294,65593,False,False
204,1753175023.5643463,1753175041.068821,17504.474639892578,65593,False,False
205,1753175023.5798714,1753175041.1688194,17588.948011398315,65593,False,False
206,1753175023.5947864,1753175041.268216,17673.429489135742,65593,False,False
207,1753175023.610013,1753175041.3690953,17759.082317352295,65592,False,False
208,1753175023.6252766,1753175041.4726033,17847.32675552368,65593,False,False
209,1753175023.640549,1753175041.572774,17932.224988937378,65592,False,False
210,1753175023.6557693,1753175041.6722567,18016.48736000061,65593,False,False
211,1753175023.6711323,1753175041.7754977,18104.365348815918,65593,False,False
212,1753175023.6866481,1753175041.8743024,18187.65425682068,65593,False,False
213,1753175023.7022748,1753175041.9756875,18273.412704467773,65593,False,False
214,1753175023.7178872,1753175042.0763009,18358.413696289062,65593,False,False
215,1753175023.7334125,1753175042.1768727,18443.46022605896,65593,False,False
216,1753175023.749048,1753175042.2790833,18530.035257339478,65592,False,False
217,1753175023.7646322,1753175042.380499,18615.866661071777,65593,False,False
218,1753175023.7802727,1753175042.4802303,18699.957609176636,65593,False,False
219,1753175023.7957878,1753175042.5812106,18785.422801971436,65593,False,False
220,1753175023.81137,1753175042.6831796,18871.809720993042,65591,False,False
221,1753175023.8271744,1753175042.7837315,18956.557035446167,65593,False,False
222,1753175023.8427734,1753175042.8867016,19043.928146362305,65593,False,False
223,1753175023.8582623,1753175042.9866178,19128.355503082275,65593,False,False
224,1753175023.8733974,1753175043.0862122,19212.814807891846,65593,False,False
225,1753175023.8887024,1753175043.1888037,19300.101280212402,65593,False,False
226,1753175023.9036558,1753175043.2916007,19387.94493675232,65593,False,False
227,1753175023.9189858,1753175043.3892608,19470.274925231934,65593,False,False
228,1753175023.9344633,1753175043.4902096,19555.74631690979,65593,False,False
229,1753175023.949852,1753175043.59278,19642.92812347412,65592,False,False
230,1753175023.9653037,1753175043.6956396,19730.33595085144,65593,False,False
231,1753175023.9808729,1753175043.7948372,19813.96436691284,65593,False,False
232,1753175023.996536,1753175043.8965464,19900.010347366333,65592,False,False
233,1753175024.0121682,1753175043.9978313,19985.663175582886,65593,False,False
234,1753175024.0276268,1753175044.09731,20069.68331336975,65593,False,False
235,1753175024.042831,1753175044.1977825,20154.951572418213,65592,False,False
236,1753175024.0582623,1753175044.2997224,20241.46008491516,65593,False,False
237,1753175024.0738728,1753175044.3994792,20325.60634613037,65593,False,False
238,1753175024.089437,1753175044.502052,20412.615060806274,65592,False,False
239,1753175024.1051137,1753175044.6029506,20497.83682823181,65593,False,False
240,1753175024.1209383,1753175044.7020972,20581.158876419067,65593,False,False
241,1753175024.136437,1753175044.8038137,20667.37675666809,65592,False,False
242,1753175024.1517627,1753175044.9045224,20752.7596950531,65593,False,False
243,1753175024.1672535,1753175045.0068324,20839.578866958618,65593,False,False
244,1753175024.1827435,1753175045.1063886,20923.64501953125,65593,False,False
245,1753175024.1983333,1753175045.2071502,21008.816957473755,65593,False,False
246,1753175024.213939,1753175045.3096929,21095.75390815735,65592,False,False
247,1753175024.2295675,1753175045.4110017,21181.434154510498,65593,False,False
248,1753175024.2451868,1753175045.512418,21267.231225967407,65593,False,False
249,1753175024.2609506,1753175045.6109273,21349.976778030396,65593,False,False
250,1753175024.2768652,1753175045.7123237,21435.458421707153,65593,False,False
251,1753175024.2939901,1753175045.8134747,21519.484519958496,65593,False,False
252,1753175024.3087716,1753175045.914026,21605.254411697388,65593,False,False
253,1753175024.3237097,1753175046.0151541,21691.444396972656,65593,False,False
254,1753175024.3377705,1753175046.115932,21778.16152572632,65593,False,False
255,1753175024.3524752,1753175046.2172627,21864.787578582764,65593,False,False
256,1753175024.366892,1753175046.319669,21952.77690887451,65592,False,False
257,1753175024.3816693,1753175046.4206736,22039.0043258667,65593,False,False
258,1753175024.396455,1753175046.5236268,22127.171754837036,65592,False,False
259,1753175024.411401,1753175046.6215682,22210.167169570923,65592,False,False
260,1753175024.4270113,1753175046.7236657,22296.65446281433,65593,False,False
261,1753175024.4458303,1753175046.8242898,22378.459453582764,65593,False,False
262,1753175024.4630587,1753175046.925062,22462.003231048584,65593,False,False
263,1753175024.4827025,1753175047.026796,22544.0936088562,65593,False,False
264,1753175024.4982042,1753175047.127958,22629.753828048706,65593,False,False
265,1753175024.5135808,1753175047.228999,22715.418100357056,65593,False,False
266,1753175024.5279882,1753175047.3299403,22801.952123641968,65593,False,False
267,1753175024.542569,1753175047.431653,22889.084100723267,65592,False,False
268,1753175024.5571084,1753175047.5318425,22974.73406791687,65593,False,False
269,1753175024.5718584,1753175047.631029,23059.170484542847,65593,False,False
270,1753175024.5862663,1753175047.7355852,23149.31893348694,65593,False,False
271,1753175024.6010785,1753175047.8330472,23231.968641281128,65593,False,False
272,1753175024.6155162,1753175047.9365664,23321.05016708374,65593,False,False
273,1753175024.6304893,1753175048.0369124,23406.423091888428,65593,False,False
274,1753175024.6445627,1753175048.1360033,23491.440534591675,65593,False,False
275,1753175024.659055,1753175048.237087,23578.03201675415,65592,False,False
276,1753175024.673354,1753175048.3391135,23665.759563446045,65592,False,False
277,1753175024.687739,1753175048.4392304,23751.49154663086,65592,False,False
278,1753175024.7027745,1753175048.5403988,23837.624311447144,65593,False,False
279,1753175024.7176337,1753175048.6409001,23923.266410827637,65593,False,False
280,1753175024.7328553,1753175048.7425737,24009.718418121338,65593,False,False
281,1753175024.7478838,1753175048.8437502,24095.866441726685,65593,False,False
282,1753175024.7630217,1753175048.9470894,24184.067726135254,65593,False,False
283,1753175024.7779417,1753175049.0468454,24268.903732299805,65593,False,False
284,1753175024.7930958,1753175049.1484933,24355.39746284485,65593,False,False
285,1753175024.8079882,1753175049.2470315,24439.043283462524,65593,False,False
286,1753175024.8227286,1753175049.34991,24527.181386947632,65593,False,False
287,1753175024.8371356,1753175049.4508202,24613.68465423584,65593,False,False
288,1753175024.852093,1753175049.5504625,24698.36950302124,65592,False,False
289,1753175024.8668075,1753175049.6510077,24784.200191497803,65593,False,False
290,1753175024.881877,1753175049.7550077,24873.130798339844,65592,False,False
291,1753175024.896426,1753175049.8547325,24958.306550979614,65592,False,False
292,1753175024.9112968,1753175049.9562342,25044.93737220764,65593,False,False
293,1753175024.9260805,1753175050.0577822,25131.701707839966,65593,False,False
294,1753175024.9409866,1753175050.1557736,25214.787006378174,65593,False,False
295,1753175024.9556093,1753175050.2576082,25301.99885368347,65593,False,False
296,1753175024.9706285,1753175050.3585558,25387.927293777466,65593,False,False
297,1753175024.9854236,1753175050.4596455,25474.22194480896,65593,False,False
298,1753175025.0005457,1753175050.5615575,25561.011791229248,65593,False,False
299,1753175025.0155966,1753175050.6631947,25647.598028182983,65593,False,False
300,1753175025.0306509,1753175050.7632434,25732.592582702637,65593,False,False
301,1753175025.0474396,1753175050.86274,25815.300464630127,65593,False,False
302,1753175025.0672386,1753175050.9643362,25897.09758758545,65593,False,False
303,1753175025.0809994,1753175051.0661469,25985.14747619629,65593,False,False
304,1753175025.0955558,1753175051.169479,26073.923110961914,65593,False,False
305,1753175025.1105387,1753175051.2717755,26161.23676300049,65593,False,False
306,1753175025.1256046,1753175051.3718753,26246.270656585693,65593,False,False
307,1753175025.1435542,1753175051.4735582,26330.0039768219,65593,False,False
308,1753175025.1610613,1753175051.5744681,26413.40684890747,65593,False,False
309,1753175025.1772697,1753175051.6746998,26497.430086135864,65593,False,False
310,1753175025.19315,1753175051.7775705,26584.420442581177,65591,False,False
311,1753175025.2088785,1753175051.8775585,26668.67995262146,65593,False,False
312,1753175025.2244322,1753175051.9758272,26751.394987106323,65593,False,False
313,1753175025.2395365,1753175052.0783286,26838.792085647583,65593,False,False
314,1753175025.2549238,1753175052.179657,26924.73316192627,65593,False,False
315,1753175025.270251,1753175052.2820492,27011.79814338684,65592,False,False
316,1753175025.2859118,1753175052.382471,27096.559286117554,65593,False,False
317,1753175025.301229,1753175052.482304,27181.07509613037,65592,False,False
318,1753175025.3167663,1753175052.5848484,27268.08214187622,65593,False,False
319,1753175025.3317742,1753175052.6855738,27353.79958152771,65593,False,False
320,1753175025.3472173,1753175052.7836494,27436.432123184204,65593,False,False
321,1753175025.362355,1753175052.884863,27522.507905960083,65592,False,False
322,1753175025.37776,1753175052.985995,27608.235120773315,65591,False,False
323,1753175025.3926463,1753175053.089048,27696.401596069336,65593,False,False
324,1753175025.4079454,1753175053.1896014,27781.65602684021,65593,False,False
325,1753175025.4229844,1753175053.2915268,27868.542432785034,65593,False,False
326,1753175025.4381769,1753175053.392299,27954.122066497803,65593,False,False
327,1753175025.4529781,1753175053.4933898,28040.411710739136,65593,False,False
328,1753175025.4681516,1753175053.5945427,28126.391172409058,65593,False,False
329,1753175025.4828277,1753175053.6951826,28212.35489845276,65593,False,False
330,1753175025.497876,1753175053.7963505,28298.474550247192,65592,False,False
331,1753175025.5127172,1753175053.8985336,28385.8163356781,65593,False,False
332,1753175025.5279286,1753175053.9974873,28469.558715820312,65593,False,False
333,1753175025.542743,1753175054.0985851,28555.84216117859,65592,False,False
334,1753175025.557847,1753175054.2023935,28644.546508789062,65592,False,False
335,1753175025.5723999,1753175054.3013916,28728.991746902466,65593,False,False
336,1753175025.5872798,1753175054.402294,28815.014123916626,65593,False,False
337,1753175025.6015327,1753175054.5042202,28902.687549591064,65593,False,False
338,1753175025.6162112,1753175054.604564,28988.35277557373,65593,False,False
339,1753175025.6303308,1753175054.7046711,29074.34034347534,65593,False,False
340,1753175025.6448095,1753175054.8059204,29161.110877990723,65593,False,False
341,1753175025.6595533,1753175054.9050655,29245.51224708557,65593,False,False
342,1753175025.674281,1753175055.0094345,29335.153579711914,65592,False,False
343,1753175025.691017,1753175055.1092753,29418.25842857361,65592,False,False
344,1753175025.709168,1753175055.2104254,29501.25741958618,65592,False,False
345,1753175025.7261102,1753175055.3124647,29586.35449409485,65593,False,False
346,1753175025.7419388,1753175055.412486,29670.547246932983,65593,False,False
347,1753175025.757514,1753175055.5134656,29755.951642990112,65592,False,False
348,1753175025.7731128,1753175055.6145153,29841.402530670166,65593,False,False
349,1753175025.788813,1753175055.714175,29925.36187171936,65592,False,False
350,1753175025.8044667,1753175055.8150938,30010.627031326294,65593,False,False
351,1753175025.820162,1753175055.9186077,30098.445653915405,65592,False,False
352,1753175025.8357077,1753175056.0158987,30180.191040039062,65593,False,False
353,1753175025.8516254,1753175056.1206331,30269.007682800293,65593,False,False
354,1753175025.8672366,1753175056.218613,30351.37629508972,65593,False,False
355,1753175025.883197,1753175056.3234508,30440.253734588623,65592,False,False
356,1753175025.898795,1753175056.4234576,30524.662733078003,65592,False,False
357,1753175025.914522,1753175056.524693,30610.17107963562,65592,False,False
358,1753175025.9312167,1753175056.6255014,30694.284677505493,65593,False,False
359,1753175025.9480662,1753175056.7260625,30777.996301651,65593,False,False
360,1753175025.964226,1753175056.8272865,30863.060474395752,65592,False,False
361,1753175025.9794664,1753175056.9267755,30947.309017181396,65593,False,False
362,1753175025.9949024,1753175057.0286014,31033.69903564453,65593,False,False
363,1753175026.0100572,1753175057.1297176,31119.66037750244,65593,False,False
364,1753175026.0253668,1753175057.2313802,31206.013441085815,65593,False,False
365,1753175026.0400996,1753175057.328715,31288.615465164185,65593,False,False
366,1753175026.05508,1753175057.4333677,31378.28779220581,65591,False,False
367,1753175026.0696423,1753175057.5331392,31463.496923446655,65593,False,False
368,1753175026.0846305,1753175057.6327662,31548.13575744629,65593,False,False
369,1753175026.0991967,1753175057.735872,31636.675357818604,65593,False,False
370,1753175026.1141622,1753175057.834604,31720.441818237305,65593,False,False
371,1753175026.1288404,1753175057.9383698,31809.529304504395,65593,False,False
372,1753175026.1439917,1753175058.0355952,31891.603469848633,65593,False,False
373,1753175026.158669,1753175058.139464,31980.79490661621,65592,False,False
374,1753175026.1750193,1753175058.2405756,32065.556287765503,65593,False,False
375,1753175026.189951,1753175058.343316,32153.36513519287,65592,False,False
376,1753175026.2050493,1753175058.4407234,32235.674142837524,65593,False,False
377,1753175026.2196338,1753175058.5444012,32324.767351150513,65593,False,False
378,1753175026.2346048,1753175058.6424596,32407.854795455933,65593,False,False
379,1753175026.2491794,1753175058.74553,32496.350526809692,65593,False,False
380,1753175026.2640965,1753175058.847065,32582.96847343445,65593,False,False
381,1753175026.2789202,1753175058.9485145,32669.594287872314,65593,False,False
382,1753175026.2937527,1753175059.0495498,32755.797147750854,65593,False,False
383,1753175026.3085566,1753175059.1469066,32838.35005760193,65593,False,False
384,1753175026.3233643,1753175059.2511072,32927.74295806885,65593,False,False
385,1753175026.3382719,1753175059.3515692,33013.29731941223,65593,False,False
386,1753175026.3524694,1753175059.454182,33101.712465286255,65593,False,False
387,1753175026.3677232,1753175059.5551367,33187.413454055786,65593,False,False
388,1753175026.3823605,1753175059.6545863,33272.225856781006,65593,False,False
389,1753175026.3984303,1753175059.7575583,33359.12799835205,65593,False,False
390,1753175026.4174879,1753175059.8573813,33439.8934841156,65593,False,False
391,1753175026.435311,1753175059.955335,33520.023822784424,65592,False,False
392,1753175026.4530172,1753175060.0601387,33607.12146759033,65593,False,False
393,1753175026.4695709,1753175060.1602414,33690.67049026489,65593,False,False
394,1753175026.485439,1753175060.2605603,33775.121212005615,65592,False,False
395,1753175026.5012364,1753175060.362672,33861.435651779175,65593,False,False
396,1753175026.516997,1753175060.4626763,33945.67918777466,65592,False,False
397,1753175026.5325592,1753175060.5622942,34029.73508834839,65593,False,False
398,1753175026.548283,1753175060.665319,34117.03586578369,65592,False,False
399,1753175026.563923,1753175060.765713,34201.79009437561,65592,False,False
400,1753175026.5795968,1753175060.869269,34289.67213630676,65593,False,False
401,1753175026.5952868,1753175060.9697518,34374.464988708496,65593,False,False
402,1753175026.6110082,1753175061.0704234,34459.41519737244,65593,False,False
