seq,timestamp_pub,timestamp_recv,latency_ms,message_size,duplicate,order_violation
82,1753174766.50756,1753174766.7675185,259.95850563049316,65590,False,False
83,1753174766.615266,1753174766.8672252,251.95908546447754,65591,False,False
84,1753174766.7272801,1753174766.9695258,242.24567413330078,65592,False,False
85,1753174766.8354177,1753174767.0984595,263.04173469543457,65592,False,False
86,1753174766.9472063,1753174767.201256,254.04977798461914,65592,False,False
87,1753174767.058945,1753174767.323641,264.6961212158203,65591,False,False
88,1753174767.1721725,1753174767.4252,253.02743911743164,65592,False,False
89,1753174767.284303,1753174767.525756,241.4529323577881,65591,False,False
90,1753174767.3926132,1753174767.6517355,259.122371673584,65592,False,False
91,1753174767.5001388,1753174767.7531066,252.96783447265625,65592,False,False
92,1753174767.6130893,1753174767.8767438,263.6544704437256,65592,False,False
93,1753174767.7247128,1753174767.9769824,252.26950645446777,65592,False,False
94,1753174767.832751,1753174768.078622,245.87106704711914,65591,False,False
95,1753174767.9405727,1753174768.2018151,261.2423896789551,65592,False,False
96,1753174768.0487301,1753174768.3016732,252.9430389404297,65592,False,False
97,1753174768.1565754,1753174768.405538,248.9626407623291,65592,False,False
98,1753174768.2645435,1753174768.5278723,263.32879066467285,65592,False,False
99,1753174768.376153,1753174768.628053,251.89995765686035,65591,False,False
100,1753174768.4894736,1753174768.7288852,239.4115924835205,65593,False,False
101,1753174768.5971532,1753174768.8553405,258.18729400634766,65593,False,False
102,1753174768.7045646,1753174768.9566798,252.11524963378906,65593,False,False
103,1753174768.816884,1753174769.0823257,265.4416561126709,65592,False,False
104,1753174768.9310565,1753174769.1849828,253.92627716064453,65593,False,False
105,1753174769.0390544,1753174769.283957,244.9026107788086,65593,False,False
106,1753174769.1503644,1753174769.4095075,259.1431140899658,65593,False,False
107,1753174769.2590563,1753174769.5103207,251.2643337249756,65593,False,False
108,1753174769.3716974,1753174769.6355956,263.8981342315674,65593,False,False
109,1753174769.4836674,1753174769.7367191,253.0517578125,65593,False,False
110,1753174769.5965235,1753174769.8360276,239.5040988922119,65593,False,False
111,1753174769.7038436,1753174769.9668844,263.04078102111816,65593,False,False
112,1753174769.8148713,1753174770.067636,252.76470184326172,65593,False,False
113,1753174769.923152,1753174770.1697814,246.6294765472412,65592,False,False
114,1753174770.0347893,1753174770.300794,266.0045623779297,65593,False,False
115,1753174770.1484096,1753174770.40101,252.60043144226074,65593,False,False
116,1753174770.2563903,1753174770.501946,245.55563926696777,65593,False,False
117,1753174770.3640597,1753174770.6276956,263.63587379455566,65593,False,False
118,1753174770.476194,1753174770.72919,252.99620628356934,65592,False,False
119,1753174770.5874503,1753174770.8296494,242.19918251037598,65593,False,False
120,1753174770.6953025,1753174770.9600654,264.76287841796875,65593,False,False
121,1753174770.8091807,1753174771.0622985,253.11779975891113,65593,False,False
122,1753174770.9176483,1753174771.1620948,244.4465160369873,65593,False,False
123,1753174771.0252867,1753174771.288215,262.9282474517822,65593,False,False
124,1753174771.1370184,1753174771.3896947,252.67624855041504,65593,False,False
125,1753174771.249317,1753174771.4909456,241.62864685058594,65592,False,False
126,1753174771.3563802,1753174771.621907,265.52677154541016,65593,False,False
127,1753174771.470262,1753174771.7223914,252.12931632995605,65592,False,False
128,1753174771.5787609,1753174771.8255515,246.79064750671387,65593,False,False
129,1753174771.6868613,1753174771.9498851,263.02385330200195,65593,False,False
130,1753174771.7980552,1753174772.0515149,253.45969200134277,65593,False,False
131,1753174771.9059203,1753174772.1525931,246.6728687286377,65593,False,False
132,1753174772.0137587,1753174772.2722547,258.4960460662842,65593,False,False
133,1753174772.1217265,1753174772.3735402,251.8136501312256,65593,False,False
134,1753174772.2343922,1753174772.4950938,260.70165634155273,65593,False,False
135,1753174772.3426347,1753174772.5972097,254.57501411437988,65593,False,False
136,1753174772.4544601,1753174772.6973376,242.87748336791992,65593,False,False
137,1753174772.5630376,1753174772.823544,260.50639152526855,65593,False,False
138,1753174772.6710513,1753174772.9253993,254.3480396270752,65593,False,False
139,1753174772.7795134,1753174773.0249546,245.44119834899902,65593,False,False
140,1753174772.8877976,1753174773.1525476,264.75000381469727,65593,False,False
141,1753174773.0005789,1753174773.25288,252.30121612548828,65593,False,False
142,1753174773.1135955,1753174773.3731568,259.56130027770996,65593,False,False
143,1753174773.2215226,1753174773.4745393,253.01671028137207,65593,False,False
144,1753174773.334514,1753174773.5953188,260.8048915863037,65592,False,False
145,1753174773.442389,1753174773.6969051,254.5161247253418,65592,False,False
146,1753174773.5506036,1753174773.7992013,248.5976219177246,65593,False,False
147,1753174773.6587343,1753174773.9215012,262.76683807373047,65593,False,False
148,1753174773.7703197,1753174774.0232046,252.8848648071289,65593,False,False
149,1753174773.8835683,1753174774.143792,260.2236270904541,65593,False,False
150,1753174773.9916582,1753174774.2441363,252.47812271118164,65593,False,False
151,1753174774.100242,1753174774.345779,245.53704261779785,65592,False,False
152,1753174774.208293,1753174774.4716144,263.3213996887207,65592,False,False
153,1753174774.3195674,1753174774.5722322,252.66480445861816,65593,False,False
154,1753174774.4277763,1753174774.6722548,244.4784641265869,65593,False,False
155,1753174774.5398815,1753174774.8048892,265.00773429870605,65593,False,False
156,1753174774.6517532,1753174774.907703,255.9497356414795,65593,False,False
157,1753174774.7599478,1753174775.0091572,249.20940399169922,65593,False,False
158,1753174774.8679159,1753174775.1325397,264.62388038635254,65593,False,False
159,1753174774.9792206,1753174775.2334867,254.26602363586426,65593,False,False
160,1753174775.0931332,1753174775.3582578,265.1245594024658,65593,False,False
161,1753174775.2051733,1753174775.4594705,254.29725646972656,65593,False,False
162,1753174775.3175516,1753174775.579537,261.98530197143555,65593,False,False
163,1753174775.4283154,1753174775.6816397,253.3242702484131,65593,False,False
164,1753174775.5400546,1753174775.805297,265.242338180542,65593,False,False
165,1753174775.651623,1753174775.907024,255.4008960723877,65592,False,False
166,1753174775.7638285,1753174776.0093868,245.5582618713379,65593,False,False
167,1753174775.8720303,1753174776.1342742,262.24398612976074,65593,False,False
168,1753174775.9839206,1753174776.2355113,251.59072875976562,65593,False,False
169,1753174776.0965436,1753174776.3562334,259.6898078918457,65593,False,False
170,1753174776.204742,1753174776.457022,252.27999687194824,65592,False,False
171,1753174776.3168132,1753174776.5803854,263.57221603393555,65593,False,False
172,1753174776.4290445,1753174776.6814263,252.3818016052246,65593,False,False
173,1753174776.540473,1753174776.8045497,264.07670974731445,65592,False,False
174,1753174776.6532128,1753174776.9062316,253.01885604858398,65593,False,False
175,1753174776.7653892,1753174777.0246184,259.2291831970215,65593,False,False
176,1753174776.8741431,1753174777.1257966,251.65343284606934,65593,False,False
177,1753174776.9863,1753174777.2452204,258.92043113708496,65590,False,False
178,1753174777.094938,1753174777.3473687,252.43067741394043,65592,False,False
179,1753174777.208236,1753174777.448596,240.36002159118652,65592,False,False
180,1753174777.3158195,1753174777.581957,266.13759994506836,65593,False,False
181,1753174777.4281273,1753174777.6819978,253.87048721313477,65593,False,False
182,1753174777.536325,1753174777.7832792,246.95420265197754,65592,False,False
183,1753174777.64439,1753174777.9092698,264.8797035217285,65591,False,False
184,1753174777.75581,1753174778.0103414,254.5313835144043,65591,False,False
185,1753174777.867648,1753174778.131192,263.54408264160156,65592,False,False
186,1753174777.9801865,1753174778.232307,252.1204948425293,65593,False,False
187,1753174778.0926623,1753174778.3326154,239.95304107666016,65593,False,False
188,1753174778.2007506,1753174778.458701,257.9503059387207,65593,False,False
189,1753174778.3087103,1753174778.5609572,252.24685668945312,65593,False,False
190,1753174778.4213388,1753174778.6837046,262.36581802368164,65593,False,False
191,1753174778.5323663,1753174778.7848072,252.4409294128418,65593,False,False
192,1753174778.6401947,1753174778.886463,246.26827239990234,65593,False,False
193,1753174778.751887,1753174779.0118926,260.0054740905762,65592,False,False
194,1753174778.8598998,1753174779.1140645,254.1646957397461,65593,False,False
195,1753174778.9681065,1753174779.2139113,245.8047866821289,65593,False,False
196,1753174779.0797412,1753174779.343897,264.1558647155762,65593,False,False
197,1753174779.1919408,1753174779.4433634,251.42264366149902,65593,False,False
198,1753174779.3000436,1753174779.5446265,244.5828914642334,65593,False,False
199,1753174779.4119406,1753174779.6722796,260.33902168273926,65593,False,False
200,1753174779.5199423,1753174779.774712,254.76980209350586,65593,False,False
201,1753174779.6325946,1753174779.8753316,242.7370548248291,65593,False,False
202,1753174779.7410474,1753174780.0084045,267.35711097717285,65593,False,False
203,1753174779.8530746,1753174780.1109128,257.83824920654297,65593,False,False
204,1753174779.9616327,1753174780.2146957,253.06296348571777,65593,False,False
205,1753174780.073579,1753174780.3341243,260.5452537536621,65592,False,False
206,1753174780.1817398,1753174780.4367094,254.96959686279297,65593,False,False
207,1753174780.2938254,1753174780.5360339,242.20848083496094,65593,False,False
208,1753174780.4015977,1753174780.6654346,263.8368606567383,65593,False,False
209,1753174780.5137954,1753174780.766333,252.53772735595703,65593,False,False
210,1753174780.627192,1753174780.8866951,259.5031261444092,65592,False,False
211,1753174780.734876,1753174780.988705,253.8290023803711,65592,False,False
212,1753174780.8454425,1753174781.1108232,265.3806209564209,65593,False,False
213,1753174780.956848,1753174781.2114944,254.64653968811035,65592,False,False
214,1753174781.0690355,1753174781.3113618,242.3262596130371,65593,False,False
215,1753174781.176796,1753174781.4383638,261.5678310394287,65592,False,False
216,1753174781.2857773,1753174781.5405872,254.80985641479492,65593,False,False
217,1753174781.3975165,1753174781.6658738,268.3572769165039,65593,False,False
218,1753174781.509068,1753174781.7622225,253.15451622009277,65592,False,False
219,1753174781.6204436,1753174781.862379,241.93549156188965,65593,False,False
220,1753174781.7284153,1753174781.9915047,263.0894184112549,65593,False,False
221,1753174781.8400354,1753174782.092403,252.36749649047852,65593,False,False
222,1753174781.952204,1753174782.193443,241.23907089233398,65592,False,False
223,1753174782.060261,1753174782.32301,262.74895668029785,65592,False,False
224,1753174782.1720555,1753174782.4243307,252.2752285003662,65593,False,False
225,1753174782.2842166,1753174782.5260637,241.84703826904297,65593,False,False
226,1753174782.3918614,1753174782.6554053,263.54384422302246,65593,False,False
227,1753174782.504575,1753174782.757601,253.02600860595703,65592,False,False
228,1753174782.6126084,1753174782.857487,244.87853050231934,65593,False,False
229,1753174782.7204592,1753174782.9842362,263.7770175933838,65593,False,False
230,1753174782.8332942,1753174783.0854006,252.1064281463623,65593,False,False
231,1753174782.9468317,1753174783.2105896,263.75794410705566,65593,False,False
232,1753174783.0595005,1753174783.3115144,252.0139217376709,65593,False,False
233,1753174783.1712425,1753174783.4115613,240.31877517700195,65593,False,False
234,1753174783.279132,1753174783.5429945,263.86260986328125,65592,False,False
235,1753174783.3917766,1753174783.643175,251.39832496643066,65593,False,False
236,1753174783.5054877,1753174783.770685,265.1972770690918,65593,False,False
237,1753174783.6133685,1753174783.8717735,258.4049701690674,65593,False,False
238,1753174783.7215917,1753174783.9723387,250.7469654083252,65593,False,False
239,1753174783.8300924,1753174784.0938504,263.75794410705566,65593,False,False
240,1753174783.9420464,1753174784.1944487,252.40230560302734,65593,False,False
241,1753174784.0546966,1753174784.3186524,263.95583152770996,65593,False,False
242,1753174784.1650598,1753174784.4186878,253.62801551818848,65593,False,False
243,1753174784.2770658,1753174784.5410023,263.93651962280273,65593,False,False
244,1753174784.3895564,1753174784.6425996,253.04317474365234,65593,False,False
245,1753174784.4977434,1753174784.7430766,245.33319473266602,65593,False,False
246,1753174784.6057975,1753174784.8693,263.5023593902588,65593,False,False
247,1753174784.7185993,1753174784.97245,253.85069847106934,65593,False,False
248,1753174784.8269167,1753174785.0713089,244.39215660095215,65593,False,False
249,1753174784.9348736,1753174785.2022223,267.3487663269043,65593,False,False
250,1753174785.0455363,1753174785.3029122,257.37595558166504,65593,False,False
251,1753174785.1537268,1753174785.4038086,250.08177757263184,65593,False,False
252,1753174785.2613783,1753174785.5273397,265.9614086151123,65593,False,False
253,1753174785.3735442,1753174785.6305187,256.974458694458,65593,False,False
254,1753174785.4850178,1753174785.737086,252.06828117370605,65593,False,False
255,1753174785.593199,1753174785.8607073,267.50826835632324,65592,False,False
256,1753174785.706291,1753174785.9620898,255.7988166809082,65592,False,False
257,1753174785.814851,1753174786.0622807,247.42960929870605,65592,False,False
258,1753174785.9227903,1753174786.1872265,264.4362449645996,65593,False,False
259,1753174786.0349138,1753174786.2920465,257.13276863098145,65593,False,False
260,1753174786.147913,1753174786.411322,263.4091377258301,65592,False,False
261,1753174786.261223,1753174786.513734,252.51102447509766,65592,False,False
262,1753174786.373171,1753174786.6328502,259.67907905578613,65592,False,False
263,1753174786.481449,1753174786.7336116,252.16269493103027,65592,False,False
264,1753174786.593091,1753174786.8333943,240.30327796936035,65592,False,False
265,1753174786.7012002,1753174786.960069,258.8686943054199,65593,False,False
266,1753174786.808678,1753174787.0616806,253.00264358520508,65592,False,False
267,1753174786.9192111,1753174787.1871543,267.9431438446045,65593,False,False
268,1753174787.030933,1753174787.2835922,252.65932083129883,65592,False,False
269,1753174787.1446018,1753174787.4057581,261.1563205718994,65593,False,False
270,1753174787.2528172,1753174787.5055625,252.7453899383545,65593,False,False
271,1753174787.360633,1753174787.6058774,245.24450302124023,65592,False,False
272,1753174787.4721794,1753174787.7336595,261.48009300231934,65593,False,False
273,1753174787.5834901,1753174787.8351288,251.63865089416504,65593,False,False
274,1753174787.6912608,1753174787.936312,245.05114555358887,65593,False,False
275,1753174787.7996416,1753174788.0593643,259.7227096557617,65593,False,False
276,1753174787.9076355,1753174788.1602235,252.58803367614746,65593,False,False
277,1753174788.0156214,1753174788.2609017,245.28026580810547,65593,False,False
278,1753174788.1270328,1753174788.3861074,259.0746879577637,65593,False,False
279,1753174788.2354674,1753174788.4876926,252.22516059875488,65593,False,False
280,1753174788.3432665,1753174788.609546,266.2794589996338,65593,False,False
281,1753174788.4561992,1753174788.708199,251.9998550415039,65593,False,False
282,1753174788.56387,1753174788.8096273,245.7573413848877,65591,False,False
283,1753174788.6716855,1753174788.9309225,259.23705101013184,65593,False,False
284,1753174788.7802405,1753174789.0321636,251.9230842590332,65593,False,False
285,1753174788.8884752,1753174789.133122,244.64678764343262,65593,False,False
286,1753174788.9962099,1753174789.2563372,260.12730598449707,65593,False,False
287,1753174789.104655,1753174789.3590918,254.43673133850098,65592,False,False
288,1753174789.212502,1753174789.4589162,246.4141845703125,65592,False,False
289,1753174789.3202565,1753174789.5850034,264.74690437316895,65593,False,False
290,1753174789.4334488,1753174789.686742,253.29327583312988,65593,False,False
291,1753174789.5461738,1753174789.7887487,242.57493019104004,65593,False,False
292,1753174789.654367,1753174789.913951,259.5839500427246,65592,False,False
293,1753174789.7624917,1753174790.0136528,251.1610984802246,65593,False,False
294,1753174789.8746018,1753174790.1382122,263.6103630065918,65593,False,False
295,1753174789.9862964,1753174790.237704,251.40762329101562,65593,False,False
296,1753174790.0976036,1753174790.3617783,264.1746997833252,65593,False,False
297,1753174790.2107937,1753174790.4637387,252.9449462890625,65593,False,False
298,1753174790.3232956,1753174790.5831714,259.8757743835449,65593,False,False
299,1753174790.432059,1753174790.683824,251.76501274108887,65592,False,False
300,1753174790.5441017,1753174790.7850366,240.9348487854004,65593,False,False
301,1753174790.6516426,1753174790.9149113,263.26870918273926,65593,False,False
302,1753174790.7631075,1753174791.0156982,252.59065628051758,65593,False,False
303,1753174790.871658,1753174791.1169465,245.28837203979492,65592,False,False
304,1753174790.9835386,1753174791.2470644,263.52572441101074,65593,False,False
305,1753174791.0957522,1753174791.348482,252.7296543121338,65593,False,False
306,1753174791.2041318,1753174791.4494846,245.35274505615234,65593,False,False
307,1753174791.3160417,1753174791.5805578,264.51611518859863,65593,False,False
308,1753174791.4283495,1753174791.6827312,254.38165664672852,65593,False,False
309,1753174791.5410557,1753174791.8039434,262.88771629333496,65593,False,False
310,1753174791.6515837,1753174791.906372,254.78839874267578,65593,False,False
311,1753174791.761559,1753174792.0072865,245.7275390625,65592,False,False
312,1753174791.869442,1753174792.1328058,263.3638381958008,65592,False,False
313,1753174791.981449,1753174792.2332351,251.7862319946289,65592,False,False
314,1753174792.089535,1753174792.334029,244.49396133422852,65592,False,False
315,1753174792.2004929,1753174792.4602838,259.79089736938477,65593,False,False
316,1753174792.3082886,1753174792.5611506,252.86197662353516,65593,False,False
317,1753174792.4166048,1753174792.6630158,246.41108512878418,65593,False,False
318,1753174792.524918,1753174792.7841928,259.2747211456299,65592,False,False
319,1753174792.6332648,1753174792.8854108,252.14600563049316,65593,False,False
320,1753174792.744891,1753174793.0073867,262.495756149292,65592,False,False
321,1753174792.8562715,1753174793.1101954,253.92389297485352,65593,False,False
322,1753174792.9692416,1753174793.228882,259.6404552459717,65593,False,False
323,1753174793.0773532,1753174793.3303893,253.0360221862793,65593,False,False
324,1753174793.1895278,1753174793.4304762,240.94843864440918,65593,False,False
325,1753174793.2973003,1753174793.5624952,265.1948928833008,65593,False,False
326,1753174793.408414,1753174793.6635523,255.13839721679688,65592,False,False
327,1753174793.5205107,1753174793.7640834,243.57271194458008,65593,False,False
328,1753174793.6283154,1753174793.8884978,260.18238067626953,65593,False,False
329,1753174793.736632,1753174793.988741,252.10881233215332,65592,False,False
330,1753174793.8444765,1753174794.0907514,246.2749481201172,65593,False,False
331,1753174793.9567552,1753174794.218833,262.07780838012695,65593,False,False
332,1753174794.0673592,1753174794.3210435,253.68428230285645,65593,False,False
333,1753174794.178923,1753174794.420883,241.9600486755371,65592,False,False
334,1753174794.2874396,1753174794.551706,264.2664909362793,65593,False,False
335,1753174794.3995278,1753174794.6521542,252.6264190673828,65593,False,False
336,1753174794.5078652,1753174794.7554023,247.53713607788086,65593,False,False
337,1753174794.6160538,1753174794.8747077,258.6538791656494,65593,False,False
338,1753174794.723646,1753174794.9758093,252.16341018676758,65592,False,False
339,1753174794.8357089,1753174795.099346,263.6370658874512,65593,False,False
340,1753174794.9477,1753174795.2067468,259.0467929840088,65590,False,False
341,1753174795.0558708,1753174795.3013551,245.4843521118164,65593,False,False
342,1753174795.1636448,1753174795.4310327,267.38786697387695,65593,False,False
343,1753174795.276668,1753174795.5297575,253.08942794799805,65592,False,False
344,1753174795.3885803,1753174795.6298962,241.3158416748047,65593,False,False
345,1753174795.4965725,1753174795.7618155,265.2430534362793,65593,False,False
346,1753174795.609945,1753174795.8695364,259.59134101867676,65592,False,False
347,1753174795.718275,1753174795.9620745,243.79944801330566,65592,False,False
348,1753174795.8264399,1753174796.0888746,262.434720993042,65593,False,False
349,1753174795.93813,1753174796.1898403,251.7104148864746,65591,False,False
350,1753174796.051386,1753174796.3112776,259.8915100097656,65592,False,False
351,1753174796.1598446,1753174796.4131975,253.35288047790527,65593,False,False
352,1753174796.2718203,1753174796.5134408,241.62054061889648,65593,False,False
353,1753174796.380116,1753174796.6425858,262.4697685241699,65592,False,False
354,1753174796.491839,1753174796.7440517,252.2127628326416,65592,False,False
355,1753174796.6002796,1753174796.8447795,244.49992179870605,65593,False,False
356,1753174796.7083821,1753174796.9705415,262.1593475341797,65593,False,False
357,1753174796.8197443,1753174797.072388,252.64358520507812,65593,False,False
358,1753174796.9316907,1753174797.1722572,240.56649208068848,65593,False,False
359,1753174797.0395377,1753174797.304873,265.3353214263916,65593,False,False
360,1753174797.151326,1753174797.4040494,252.72345542907715,65592,False,False
361,1753174797.2625976,1753174797.5252466,262.6490592956543,65593,False,False
362,1753174797.3743558,1753174797.6271236,252.76780128479004,65593,False,False
363,1753174797.4857166,1753174797.74771,261.993408203125,65593,False,False
364,1753174797.597121,1753174797.8487551,251.6341209411621,65592,False,False
365,1753174797.7056012,1753174797.9503121,244.71092224121094,65593,False,False
366,1753174797.8136878,1753174798.0788507,265.1629447937012,65593,False,False
367,1753174797.926188,1753174798.179156,252.96807289123535,65592,False,False
368,1753174798.0341775,1753174798.279382,245.20444869995117,65593,False,False
369,1753174798.145697,1753174798.411447,265.7499313354492,65592,False,False
370,1753174798.2585618,1753174798.512282,253.72004508972168,65593,False,False
371,1753174798.3662865,1753174798.6145263,248.23975563049316,65593,False,False
372,1753174798.4780018,1753174798.739736,261.7342472076416,65593,False,False
373,1753174798.5861597,1753174798.840853,254.69326972961426,65593,False,False
374,1753174798.6977825,1753174798.9413013,243.51882934570312,65593,False,False
375,1753174798.8057642,1753174799.0705159,264.751672744751,65593,False,False
376,1753174798.9179497,1753174799.1727662,254.81653213500977,65593,False,False
377,1753174799.0259166,1753174799.2758522,249.93562698364258,65593,False,False
378,1753174799.134238,1753174799.3936434,259.40537452697754,65592,False,False
379,1753174799.241704,1753174799.4938765,252.17247009277344,65592,False,False
380,1753174799.3538063,1753174799.6175833,263.7770175933838,65593,False,False
381,1753174799.4666462,1753174799.7190273,252.3810863494873,65593,False,False
382,1753174799.5786192,1753174799.8191462,240.52691459655762,65593,False,False
383,1753174799.6864457,1753174799.9497557,263.3099555969238,65593,False,False
384,1753174799.7977753,1753174800.051344,253.5686492919922,65593,False,False
385,1753174799.9063363,1753174800.1518018,245.46551704406738,65593,False,False
386,1753174800.014191,1753174800.2764156,262.2246742248535,65592,False,False
387,1753174800.1250496,1753174800.3782258,253.17621231079102,65593,False,False
388,1753174800.236901,1753174800.478153,241.25194549560547,65592,False,False
389,1753174800.345177,1753174800.6073077,262.1307373046875,65592,False,False
390,1753174800.4566135,1753174800.7096522,253.0386447906494,65593,False,False
391,1753174800.5651429,1753174800.8100553,244.91238594055176,65593,False,False
392,1753174800.6759481,1753174800.9405005,264.55235481262207,65593,False,False
393,1753174800.7883267,1753174801.0404553,252.12860107421875,65593,False,False
394,1753174800.8965075,1753174801.143267,246.75941467285156,65593,False,False
395,1753174801.0045574,1753174801.2631211,258.563756942749,65593,False,False
396,1753174801.1123312,1753174801.3661807,253.84950637817383,65593,False,False
397,1753174801.2257724,1753174801.4906642,264.8918628692627,65593,False,False
398,1753174801.3377512,1753174801.591346,253.59487533569336,65593,False,False
399,1753174801.4453304,1753174801.6922598,246.92940711975098,65593,False,False
400,1753174801.5531397,1753174801.8130076,259.86790657043457,65593,False,False
401,1753174801.6610603,1753174801.9226673,261.60693168640137,65593,False,False
402,1753174801.7724817,1753174802.0396693,267.18759536743164,65593,False,False
403,1753174801.8855486,1753174802.1396575,254.10890579223633,65593,False,False
